file_id,toc_section,toc_section_pos,toc_section_len,is_section_in_summary
10071,To re-appoint Deloitte LLP as auditor of the Company to hold,11860,642,False
10073,Financial highlights,55,92,True
10073,Chairman’s statement,147,92,True
10073,Chief executive’s statement,239,92,False
10073,Operating review,331,360,False
10073,Financial review,691,171,False
10073,Board of directors,862,42,False
10073,Directors’ remuneration report,904,120,False
10073,Corporate governance,1024,41,False
10073,Directors’ report,1065,14,False
10073,Statement of directors’,1079,330,False
10073,Independent auditors’ report,1409,109,False
10073,Group profit and loss account,1518,149,False
10073,Balance sheets,1667,43,False
10073,Group cash flow statement,1710,15,False
10073,Reconciliation of net cash flow,1725,16,False
10073,Statement of total recognised,1741,12,False
10073,Reconciliation of movements,1753,12,False
10073,Accounting policies,1765,145,False
10073,Notes to the financial statements,1910,766,False
10073,Five year financial summary,2676,66,False
10073,Advisers,2742,66,False
1008,Mining royalties explained,242,7,False
1008,Anglo Pacific at a glance,249,75,True
1008,Our royalty portfolio,324,117,False
1008,Chairman’s statement,441,127,True
1008,Market overview,568,184,False
1008,Our strategy,752,80,False
1008,Principal risks and uncertainties,832,133,False
1008,Chief Executive Officer’s statement,965,164,True
1008,Our business model,1129,115,False
1008,Case study acquisition,1244,107,False
1008,Corporate social responsibility,1351,215,False
1008,Business review,1566,495,False
1008,Key performance indicators,2061,133,False
1008,Financial review,2194,175,False
1008,Corporate governance,2369,7,False
1008,The Board,2376,288,True
1008,Nomination Committee,2664,24,False
1008,Audit Committee,2688,414,False
1008,Remuneration Committee,3102,28,False
1008,Directors’ remuneration report,3130,1089,False
1008,Directors’ report,4219,162,False
1008,Statement of Directors’ responsibilities,4381,79,False
1008,Independent auditor’s report,4460,254,False
1008,Consolidated income statement,4714,4,False
1008,Consolidated statement of comprehensive income,4718,21,False
1008,Consolidated and Company balance sheets,4739,52,False
1008,Consolidated statement of changes in equity,4791,83,False
1008,Company statement of changes in equity,4874,80,False
1008,Consolidated cash flow statement and,4954,113,False
1008,Notes to the consolidated financial statements,5067,373,False
1008,Performance measures,5440,1090,False
1008,Shareholder statistics,6530,2,False
1008,Directory,6532,565,False
10120,Highlights,40,16,True
10120,Chairman’s statement,56,135,True
10120,Chief Executive’s review,191,318,True
10120,Financial review,509,87,False
10120,Corporate and social responsibility,596,93,False
10120,Directors and advisers,689,181,False
10120,Report of the directors,870,146,False
10120,Corporate governance,1016,103,False
10120,Directors’ remuneration report,1119,161,False
10120,Consolidated income statement,1280,131,False
10120,income and expenses,1411,14,False
10120,Consolidated balance sheet,1425,38,False
10120,Parent company balance sheet,1463,38,False
10120,Consolidated cash flow statement,1501,22,False
10120,Accounting policies,1523,74,False
10120,Notes to the accounts,1597,499,False
10120,Report of the independent auditors,2096,101,False
10120,Five year record,2197,18,False
10120,Financial calendar,2215,18,False
10120,Notice of meeting,2233,102,False
10120,Group companies,2335,128,False
10121,Highlights,206,10,True
10121,Chairman’s Statement,216,118,True
10121,Chief Executive’s Review,334,202,True
10121,Financial Review,536,133,True
10121,Corporate and Social Responsibility,669,87,False
10121,Directors and Advisers,756,65,False
10121,Board of Directors,821,44,False
10121,Operational Board,865,36,True
10121,Report of the Directors,901,45,False
10121,Corporate Governance,946,322,False
10121,Directors’ Remuneration Report,1268,395,False
10121,Report of the Independent Auditors,1663,34,False
10121,Consolidated Income Statement,1697,4,False
10121,Statement of Recognised Income and Expense,1701,24,False
10121,Consolidated Balance Sheet,1725,40,False
10121,Parent Company Balance Sheet,1765,40,False
10121,Cash Flow Statements,1805,29,False
10121,Accounting Policies,1834,241,False
10121,Notes to the Accounts,2075,829,False
10121,Shareholder information,2904,4,False
10121,Five year record,2908,73,False
10121,Notice of Meeting,2981,70,False
10121,Group Operations,3051,141,True
10122,John Crabtree — Chairman,1267,62,False
10122,Andrew Richardson — Chief Executive,1329,40,False
10122,Michael Stock — Group Finance Director,1369,93,False
10122,John Adcock,1462,1022,False
10122,Andrew Pearson,2484,283,False
10122,Ian Paling,2767,1274,False
10123,Highlights,281,157,True
10123,Buisness at a Glance,438,12,False
10123,Chairman’s Statement,450,122,True
10123,Chief Executive’s Review,572,122,True
10123,Financial Review,694,904,True
10123,"Operating Environments, Risks and Uncertainties",1598,1,False
10123,Board of Directors,1599,1,False
10123,Senior Management Team,1600,1,False
10123,Report of the Directors,1601,2,False
10123,Corporate Governance,1603,124,False
10123,Corporate Social Responsibility,1727,124,False
10123,Directors’ Remuneration Report,1851,56,False
10123,Report of the Independent Auditors,1907,56,False
10123,Consolidated Income Statement,1963,56,False
10123,Statements of Recognised Income and Expense,2019,56,False
10123,Consolidated Balance Sheet,2075,56,False
10123,Company Balance Sheet,2131,56,False
10123,Cash Flow Statements,2187,56,False
10123,Accounting Policies,2243,1164,False
10123,Notes to the Accounts,3407,1320,False
10123,Shareholder Information,4727,6,False
10123,Five Year Record,4733,33,False
10123,Notice of Meeting,4766,355,False
10123,Group Operations and Adviser,5121,23,False
1013,Highlights,40,52,True
1013,Chairman’s Statement,92,92,True
1013,Chief Executive’s Review,184,141,True
1013,Financial Review,325,131,False
1013,The Board,456,51,True
1013,Directors’ Report,507,208,False
1013,Statement of Directors’ Responsibilities,715,43,False
1013,Independent Auditors’ Report,758,7,False
1013,Consolidated Statement of,765,148,False
1013,Statements of Changes in,913,31,False
1013,Balance Sheets,944,86,False
1013,Cash Flow Statements,1030,60,False
1013,Notes to the Accounts,1090,1474,False
1013,Officers and Professional Advisors wwwanimalcaregroupcouk,2564,296,False
1014,Highlights,44,47,True
1014,Our Business and Strategy,91,207,True
1014,Chairman’s Statement,298,108,True
1014,Chief Executive’s Review,406,200,True
1014,Financial Review,606,85,True
1014,Board of Directors,691,120,False
1014,Directors’ Report,811,240,False
1014,Statement of Directors’ Responsibilities,1051,43,False
1014,Independent Auditors’ Report,1094,10,False
1014,Consolidated Statement of Comprehensive Income,1104,112,False
1014,Statements of Changes in Shareholders’ Equity,1216,87,False
1014,Balance Sheets,1303,26,False
1014,Cash Flow Statements,1329,5,False
1014,Notes to the Accounts,1334,1819,False
1015,Highlights,106,33,True
1015,Our Business and Strategy,139,287,True
1015,Chairman’s Statement,426,101,True
1015,Chief Executive’s Review,527,401,True
1015,Financial Review,928,62,True
1015,Board of Directors,990,118,False
1015,Directors’ Report,1108,350,False
1015,Independent Auditor’s Report,1458,1627,False
1016,Highlights,106,24,True
1016,Group at a Glance,130,76,True
1016,Business Model,206,52,False
1016,Investment Case & Strategy,258,245,True
1016,Chairman’s Statement,503,71,True
1016,Chief Executive’s Review,574,299,True
1016,Financial Review,873,170,True
1016,Board of Directors,1043,118,False
1016,Directors’ Report,1161,279,False
1016,Independent Auditor’s Report,1440,1602,False
10196,Micro Focus,38,30,True
10196,Group at a glance,68,65,True
10196,Chairman’s statement,133,28,True
10196,Technology review,161,28,False
10196,Chief Executive Officer’s review of operations,189,236,True
10196,Chief Financial Officer’s review,425,426,False
10196,Board of directors,851,40,False
10196,Directors’ report,891,40,False
10196,Corporate governance,931,40,False
10196,Corporate social responsibility,971,41,False
10196,Remuneration report,1012,66,False
10196,Directors’ responsibilities,1078,572,False
10196,Micro Focus International Plc,1650,23,True
10196,Independent auditors’ report to the,1673,24,False
10196,Balance sheet,1697,137,False
10196,Cash flow statement,1834,137,False
10196,Notes to the financial statements,1971,105,False
10196,Micro Focus International Limited,2076,15,False
10196,Independent auditors’ report to the,2091,15,False
10196,Consolidated profit and loss account,2106,22,False
10196,Statement of Group total recognised,2128,14,False
10196,Reconciliation of movement in Group,2142,15,False
10196,Consolidated balance sheet,2157,28,False
10196,Consolidated cash flow statement,2185,33,False
10196,Notes to the financial statements,2218,827,False
10196,Historical summary,3045,44,False
10196,"Directors, Secretary, registered office",3089,164,False
10196,Offices,3253,82,False
10196,Glossary,3335,83,False
10197,Group at a glance,51,176,True
10197,Chairman’s statement,227,59,True
10197,Chief Executive Officer’s business review,286,32,True
10197,A view of our market,318,129,True
10197,Chief Financial Officer’s review,447,136,False
10197,Board of directors,583,98,False
10197,Directors’ report,681,5,False
10197,Corporate governance,686,6,False
10197,Corporate and social responsibility,692,6,False
10197,Remuneration report,698,874,False
10197,Statement of Directors’ responsibilities,1572,32,False
10197,Independent auditors’ report to the members,1604,3,False
10197,Consolidated income statement,1607,0,False
10197,Consolidated balance sheet,1607,0,False
10197,Consolidated statement of changes in,1607,0,False
10197,Consolidated cash flow statement,1607,223,False
10197,Summary of significant accounting policies,1830,182,False
10197,Critical accounting estimates and judgements,2012,23,False
10197,Risk factors,2035,32,False
10197,Notes to the financial statements,2067,762,False
10197,Independent auditors’ report to the,2829,24,False
10197,Company balance sheet,2853,46,False
10197,Notes to the Company financial statements,2899,216,False
10197,"Directors, Secretary, registered office",3115,161,False
10197,Offices,3276,83,False
10197,Glossary,3359,77,False
10197,Historical summary 1,3436,31,False
10199,Introduction,38,21,False
10199,Highlights of the year,59,2,True
10199,Chairman’s statement,61,3,True
10199,What we do,64,40,False
10199,Moving our markets forward,104,321,False
10199,Key performance indicators,425,176,False
10199,Chief Executive Officer’s statement,601,153,True
10199,Finance review,754,261,False
10199,Risk factors,1015,66,False
10199,Corporate and social responsibility,1081,81,False
10199,Board of directors,1162,88,False
10199,Directors’ report,1250,46,False
10199,Corporate governance,1296,55,False
10199,Remuneration report,1351,1139,False
10199,Statement of directors’ responsibilities,2490,33,False
10199,Independent auditors’ report to the members,2523,45,False
10199,Consolidated income statement,2568,33,False
10199,Consolidated balance sheet,2601,39,False
10199,Consolidated statement of changes,2640,28,False
10199,Consolidated cash flow statement,2668,24,False
10199,Summary of significant accounting policies,2692,253,False
10199,Notes to the financial statements,2945,727,False
10199,Independent auditors’ report to the members,3672,51,False
10199,Company balance sheet,3723,22,False
10199,Notes to the Company financial statements,3745,167,False
10199,Offices,3912,85,False
10199,Historical summary,3997,85,False
10199,"Directors, Secretary, registered office",4082,86,False
102,start,122,106,True
102,Highlights,228,14,True
102,at a Glance,242,6,True
102,Marketing,248,123,False
102,Technology,371,37,False
102,People,408,35,True
102,Chairman’s Statement,443,72,True
102,Chief Executive’s Review,515,73,True
102,Financial Review,588,2,True
102,Board of Directors,590,3,False
102,Responsible Gaming,593,282,False
102,Regulatory and Compliance Review,875,282,False
102,Corporate Governance,1157,282,False
102,Remuneration Report,1439,3,False
102,Directors’ Report,1442,3,False
102,Independent Auditors’ Report,1445,3,False
102,Consolidated Income Statement,1448,47,False
102,Consolidated Balance Sheet,1495,340,False
102,Consolidated Statement of Changes in Equity,1835,340,False
102,Consolidated Statement of Cash Flows,2175,340,False
102,Notes to the Consolidated Financial Statements,2515,341,False
102,Company Balance Sheet,2856,697,False
102,Company Statement of Changes in Equity,3553,16,False
102,Company Statement of Cash Flows,3569,23,False
102,Notes to the Company Financial Statements,3592,161,False
10200,Focused on growth,111,12,False
10200,Revenue growth,123,13,False
10200,Adjusted EBITDA growth,136,29,False
10200,Growth in cash generation,165,28,False
10200,Our customer offer,193,92,False
10200,Chairman’s statement,285,95,True
10200,Chief Executive Ofﬁ cer’s statement,380,5,True
10200,Operational review,385,263,False
10200,Group risk factors,648,91,False
10200,Corporate and social responsibility,739,73,False
10200,Chief Financial Ofﬁ cer’s review,812,251,False
10200,Leading with our people,1063,11,False
10200,Getting close to our customers,1074,18,False
10200,Building the brand,1092,12,False
10200,Modernization leadership,1104,15,False
10200,Board of directors,1119,78,False
10200,Directors’ report,1197,375,False
10200,Corporate governance,1572,44,False
10200,Remuneration report,1616,935,False
10200,Key performance indicators (‘KPIs’),2551,37,False
10200,Statement of directors’ responsibilities in respect,2588,61,False
10200,Independent auditors’ report to the members,2649,80,False
10200,Consolidated income statement,2729,32,False
10200,Consolidated balance sheet,2761,44,False
10200,Consolidated statement of changes in,2805,32,False
10200,Consolidated cash ﬂ ow statement,2837,31,False
10200,Summary of signiﬁ cant accounting policies,2868,295,False
10200,Notes to the ﬁ nancial statements,3163,907,False
10200,Independent auditors’ report to the members,4070,78,False
10200,Company balance sheet,4148,32,False
10200,Notes to the Company ﬁ nancial statements,4180,187,False
10200,Ofﬁ ces,4367,173,False
10200,Historical summary,4540,19,False
10200,"Directors, Secretary, registered ofﬁ ce and advisers",4559,61,False
10200,Forward-looking statements,4620,61,False
1022,Financial highlights,48,45,True
1022,Anite at a glance,93,194,True
1022,Chairman’s statement,287,125,True
1022,Chief Executive’s review,412,314,True
1022,Financial review,726,382,False
1022,Directors and advisers,1108,114,False
1022,Report of the Directors,1222,158,False
1022,Corporate governance report,1380,345,False
1022,Remuneration report,1725,260,False
1022,Report of the Audit Committee,1985,53,False
1022,Statement of Directors’ responsibilities,2038,31,False
1022,"Independent auditors’ report, Group",2069,64,False
1022,Consolidated income statement,2133,82,False
1022,Consolidated balance sheet,2215,40,False
1022,Consolidated statement of changes in equity,2255,66,False
1022,Consolidated cash flow statement,2321,4,False
1022,Notes to the accounts,2325,1743,False
1022,Five-year summary,4068,47,False
1022,"Independent auditors’ report, Company",4115,48,False
1022,Company balance sheet,4163,4,False
1022,Company statement of changes in equity,4167,76,False
1022,Company cash flow statement,4243,4,False
1022,Notes to the Company accounts,4247,295,False
1022,Information for Shareholders,4542,232,False
10225,Highlights,27,50,True
10225,Company profile,77,116,False
10225,Chairman’s statement,193,84,True
10225,Chief Executive’s statement,277,91,True
10225,Directors’ report,368,41,False
10225,Board of Directors,409,89,False
10225,Directors’ remuneration report,498,281,False
10225,Corporate governance report,779,121,False
10225,Independent auditors’ report,900,35,False
10225,Statement of comprehensive income,935,22,False
10225,Statement of changes in equity,957,32,False
10225,Statement of financial position,989,29,False
10225,Statement of cash flows,1018,40,False
10225,Notes to the financial statements,1058,601,False
10225,Notice of the annual general meeting,1659,15,False
10225,Notes,1674,164,False
10226,Highlights,43,108,True
10226,Chairman’s statement,151,108,True
10226,Company overview and business model,259,67,False
10226,Chief Executive’s review,326,213,True
10226,Risks and uncertainties,539,20,False
10226,Performance measurement,559,55,False
10226,Board of Directors,614,3,False
10226,Directors’ report,617,89,False
10226,Directors’ remuneration report,706,2,False
10226,Corporate governance report,708,2,False
10226,Independent auditors’ report,710,3,False
10226,Statement of comprehensive income,713,389,False
10226,Statement of changes in equity,1102,33,False
10226,Statement of financial position,1135,30,False
10226,Statement of cash flows,1165,41,False
10226,Notes to the financial statements,1206,639,False
10226,Notice of the annual general meeting,1845,31,False
10226,Notes,1876,145,False
10226,Corporate information and advisors,2021,21,False
